"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"10.06.2024","62.400","62.550","62.760","61.940","17.30M","-0.30%"
"07.06.2024","62.590","63.550","64.000","61.820","29.37M","-1.28%"
"06.06.2024","63.400","62.690","64.190","62.600","24.72M","0.97%"
"05.06.2024","62.790","61.550","63.270","61.060","28.78M","2.01%"
"04.06.2024","61.550","60.380","62.390","60.260","28.61M","2.69%"
"03.06.2024","59.940","63.310","63.990","59.360","22.50M","-6.04%"
"31.05.2024","63.790","63.320","64.640","63.110","50.22M","0.22%"
"30.05.2024","63.650","63.650","64.180","63.500","27.54M","0.00%"
"29.05.2024","63.650","64.790","64.790","63.410","20.11M","-1.41%"
"28.05.2024","64.560","65.000","65.500","64.060","15.26M","-0.72%"
"27.05.2024","65.030","65.230","65.230","64.910","1.06M","-0.06%"
"24.05.2024","65.070","66.010","66.010","63.850","15.95M","-1.99%"
"23.05.2024","66.390","66.360","67.240","65.990","9.67M","-0.35%"
"22.05.2024","66.620","66.780","66.910","65.260","20.10M","-0.24%"
"21.05.2024","66.780","67.600","67.880","66.610","11.04M","-1.75%"
"20.05.2024","67.970","68.000","68.280","67.520","20.05M","0.10%"
"17.05.2024","67.900","67.820","68.040","67.120","6.77M","-0.25%"
"16.05.2024","68.070","67.610","68.800","67.310","14.95M","0.50%"
"15.05.2024","67.730","67.050","68.940","66.810","11.50M","0.92%"
"14.05.2024","67.110","68.740","68.740","66.590","14.76M","-2.03%"
"13.05.2024","68.500","69.140","69.450","68.090","14.58M","-0.72%"
"10.05.2024","69.000","68.110","69.200","68.110","19.75M","0.97%"
"09.05.2024","68.340","66.210","68.570","66.210","30.78M","2.77%"
"08.05.2024","66.500","65.240","66.770","65.110","35.85M","1.48%"
"07.05.2024","65.530","65.850","65.850","64.810","27.63M","-0.21%"
"06.05.2024","65.670","64.590","65.850","63.780","17.16M","2.07%"
"03.05.2024","64.340","63.490","64.550","63.360","12.10M","1.34%"
"02.05.2024","63.490","64.370","64.370","63.250","27.23M","-0.67%"
"30.04.2024","63.920","66.890","67.680","63.850","27.16M","-4.40%"
"29.04.2024","66.860","66.840","67.040","66.110","15.59M","0.60%"
"26.04.2024","66.460","67.320","67.840","66.250","12.27M","-1.63%"
"25.04.2024","67.560","66.520","68.250","66.250","31.98M","2.82%"
"24.04.2024","65.710","65.210","66.780","64.910","16.67M","0.75%"
"23.04.2024","65.220","64.340","65.430","63.910","15.44M","1.73%"
"22.04.2024","64.110","64.420","64.850","63.610","10.64M","-0.39%"
"19.04.2024","64.360","63.930","64.500","63.040","10.01M","1.98%"
"18.04.2024","63.110","63.620","63.990","62.730","21.32M","-0.99%"
"17.04.2024","63.740","63.480","64.270","63.020","25.29M","0.38%"
"16.04.2024","63.500","65.430","65.680","63.400","17.75M","-2.93%"
"15.04.2024","65.420","64.700","65.980","64.310","12.81M","0.88%"
"12.04.2024","64.850","65.860","65.860","64.570","9.93M","-1.55%"
"11.04.2024","65.870","65.190","66.040","64.590","12.87M","1.35%"
"10.04.2024","64.990","65.760","65.840","64.310","14.79M","-1.19%"
"09.04.2024","65.770","66.000","66.280","65.560","11.20M","-0.35%"
"08.04.2024","66.000","66.610","66.670","65.410","9.72M","-1.18%"
"05.04.2024","66.790","65.030","66.950","64.710","18.42M","2.61%"
"04.04.2024","65.090","66.680","66.690","64.960","12.26M","-2.02%"
"03.04.2024","66.430","66.220","67.670","65.710","12.35M","0.18%"
"02.04.2024","66.310","66.200","66.760","65.410","14.02M","0.36%"
"01.04.2024","66.070","67.340","67.340","65.610","15.70M","-1.39%"
